id,random_int,random_float,random_date,category,boolean
1151,912,8.898971485634666,2023-02-24,D,True
1152,520,99.16960733724518,2023-02-25,A,False
1153,900,54.10028989276625,2023-02-26,D,True
1154,360,98.4845743967094,2023-02-27,E,False
1155,900,93.89964220859775,2023-02-28,C,True
1156,696,45.28137142109168,2023-03-01,D,False
1157,281,19.84910746053491,2023-03-02,E,False
1158,195,16.488477656513844,2023-03-03,E,True
1159,864,23.99893638699575,2023-03-04,A,True
1160,195,71.01326405645374,2023-03-05,B,False
1161,667,27.294999473148785,2023-03-06,D,True
1162,93,34.142526960429834,2023-03-07,D,True
1163,672,44.877880399461475,2023-03-08,D,True
1164,946,91.32326804214563,2023-03-09,E,True
1165,61,18.939341788484608,2023-03-10,A,True
1166,634,0.5026552609803114,2023-03-11,E,True
1167,51,6.0096410378170155,2023-03-12,E,True
1168,403,90.4766341680118,2023-03-13,C,True
1169,789,64.7516464843363,2023-03-14,A,True
1170,5,27.304061932780677,2023-03-15,N,False
1171,466,17.719250101119112,2023-03-16,B,True
1172,604,29.426673663711433,2023-03-17,D,True
1173,682,11.479692725128011,2023-03-18,E,True
1174,829,94.1532910284441,2023-03-19,A,True
1175,534,78.42061743652668,2023-03-20,A,True
1176,405,46.23911769125407,2023-03-21,A,False
1177,838,86.49626051152019,2023-03-22,C,False
1178,513,24.945820429323227,2023-03-23,D,True
1179,645,71.71205684721936,2023-03-24,C,False
1180,233,85.61324990137435,2023-03-25,B,True
1181,524,35.67687116232726,2023-03-26,E,True
1182,346,75.74644454507177,2023-03-27,C,False
1183,46,29.507234926430936,2023-03-28,C,False
1184,546,29.88571352590308,2023-03-29,E,False
1185,945,10.705717855418605,2023-03-30,A,False
1186,78,44.00580465093987,2023-03-31,E,False
1187,730,72.97119064974223,2023-04-01,D,True
1188,813,94.02208055712849,2023-04-02,E,True
1189,923,60.379699192909605,2023-04-03,A,True
1190,73,86.3135537735739,2023-04-04,E,False
1191,794,82.24946492902271,2023-04-05,C,True
1192,249,17.334305297528086,2023-04-06,N,False
1193,47,48.58174289126315,2023-04-07,C,True
1194,121,11.692353552539148,2023-04-08,B,False
1195,214,68.2153161561635,2023-04-09,E,False
1196,239,94.98996682460759,2023-04-10,D,True
1197,56,13.70894580787565,2023-04-11,E,True
1198,350,73.38831308025414,2023-04-12,A,True
1199,107,63.2238150867861,2023-04-13,E,True
1200,831,58.36050370080997,2023-04-14,B,False
1201,48,39.012023468833924,2023-04-15,C,True
1202,573,35.513164775381256,2023-04-16,D,False
1203,337,,2023-04-17,E,True
1204,26,21.790870825201345,2023-04-18,E,True
1205,804,1.5176882286826898,2023-04-19,C,True
1206,257,58.14171055820205,2023-04-20,D,True
1207,8,10.585323587790885,2023-04-21,N,True
1208,625,87.30193940297161,2023-04-22,E,False
1209,867,52.314302069716526,2023-04-23,B,True
1210,253,69.96899090587084,2023-04-24,B,False
1211,692,41.08570918404965,2023-04-25,N,True
1212,719,56.057980900104866,2023-04-26,C,False
1213,303,,2023-04-27,D,True
1214,639,8.273403962367077,2023-04-28,E,True
1215,56,25.393777192369615,2023-04-29,E,True
1216,726,77.99883269105443,2023-04-30,A,False
1217,526,9.873720688266586,2023-05-01,E,False
1218,474,7.566110390411085,2023-05-02,C,True
1219,28,36.15413987540386,2023-05-03,A,True
1220,983,9.216795847243231,2023-05-04,C,True
1221,78,58.507844220620306,2023-05-05,A,False
1222,216,22.627525081659982,2023-05-06,E,True
1223,386,89.56979631993724,2023-05-07,A,False
1224,365,78.35000808452567,2023-05-08,B,True
1225,666,69.97052060994761,2023-05-09,D,False
1226,526,61.694402738450194,2023-05-10,E,False
1227,699,86.34657303414633,2023-05-11,D,False
1228,312,22.30620615427569,2023-05-12,E,True
1229,883,87.31088427642277,2023-05-13,D,False
1230,7,78.94922984240523,2023-05-14,B,True
1231,3,74.81608263876855,2023-05-15,D,False
1232,623,56.1255678074924,2023-05-16,A,True
1233,919,24.62441609706001,2023-05-17,D,False
1234,750,42.35479159918963,2023-05-18,E,False
1235,363,79.35706545388015,2023-05-19,C,True
1236,751,3.1778484357324444,2023-05-20,D,True
1237,508,78.20507692637582,2023-05-21,D,False
1238,274,24.00707404875665,2023-05-22,D,False
1239,506,14.430920072160303,2023-05-23,E,True
1240,806,11.570131818030216,2023-05-24,D,False
1241,739,2.725001195081511,2023-05-25,E,False
1242,883,52.35864852214529,2023-05-26,E,True
1243,15,21.82598726937295,2023-05-27,C,True
1244,192,98.94317657796316,2023-05-28,A,False
1245,985,57.443675587220575,2023-05-29,E,False
1246,631,13.788526935601041,2023-05-30,B,False
1247,485,68.87625408113654,2023-05-31,N,False
1248,28,89.77435665097254,2023-06-01,B,True
1249,714,74.51794953696144,2023-06-02,D,False
1250,39,7.6439861039447665,2023-06-03,C,True
1251,953,89.58841811926595,2023-06-04,E,True
1252,273,79.39293858599648,2023-06-05,A,False
1253,231,15.830390010561434,2023-06-06,N,True
1254,86,5.1785888732816865,2023-06-07,N,False
1255,474,55.73105753143085,2023-06-08,N,True
1256,126,15.60358113399769,2023-06-09,E,True
1257,812,83.4590952595272,2023-06-10,A,True
1258,537,35.833465667167374,2023-06-11,D,False
1259,145,91.28924447365753,2023-06-12,C,True
1260,525,,2023-06-13,C,False
1261,212,18.267238423966813,2023-06-14,E,True
1262,25,13.95988673598001,2023-06-15,B,True
1263,580,57.64724375577539,2023-06-16,D,True
1264,394,76.18836118624439,2023-06-17,E,False
1265,67,78.15056477421821,2023-06-18,E,False
1266,233,27.575740444128126,2023-06-19,C,False
1267,109,20.424675891216747,2023-06-20,A,False
1268,146,1.6756304492382412,2023-06-21,D,False
1269,111,67.91991512011694,2023-06-22,A,True
1270,228,7.656825843353898,2023-06-23,D,True
1271,111,42.07612017659258,2023-06-24,B,False
1272,470,60.16821640182961,2023-06-25,C,False
1273,34,93.71089449196771,2023-06-26,B,False
1274,623,31.180213695576864,2023-06-27,N,False
1275,776,24.977216244651977,2023-06-28,N,True
1276,936,65.41601542860984,2023-06-29,E,False
1277,369,61.923903205358165,2023-06-30,B,False
1278,748,33.21097833081246,2023-07-01,D,False
1279,595,92.81018355097865,2023-07-02,E,False
1280,554,84.48623274896327,2023-07-03,A,True
1281,425,22.398254586508116,2023-07-04,D,True
1282,613,23.91425454345232,2023-07-05,D,False
1283,518,51.23003468870806,2023-07-06,B,True
1284,692,77.35721017307203,2023-07-07,B,True
1285,282,4.4040379388464395,2023-07-08,C,False
1286,320,69.33351537347066,2023-07-09,C,False
1287,738,64.82358973820969,2023-07-10,A,True
1288,443,23.148009591298823,2023-07-11,D,True
1289,952,68.13530132413487,2023-07-12,A,True
1290,315,94.01831912520827,2023-07-13,A,True
1291,877,4.6785844971768515,2023-07-14,B,True
1292,966,31.96520552920625,2023-07-15,A,False
1293,741,43.817671666635526,2023-07-16,A,True
1294,377,89.92603589246896,2023-07-17,E,False
1295,289,96.22614466091566,2023-07-18,C,True
1296,437,44.41152464963323,2023-07-19,C,True
1297,662,75.00284121421912,2023-07-20,N,True
1298,277,53.1661023764483,2023-07-21,C,True
1299,710,53.77829347413765,2023-07-22,D,True
1300,582,27.809951506635645,2023-07-23,E,True
1301,503,21.69562458638795,2023-07-24,C,False
1302,624,28.800534592404116,2023-07-25,E,False
1303,516,55.63280072570793,2023-07-26,C,True
1304,350,2.9155186022088997,2023-07-27,C,False
1305,843,90.72489443564058,2023-07-28,E,False
1306,446,15.628370954977623,2023-07-29,A,False
1307,830,22.008867687138654,2023-07-30,A,False
1308,350,51.827617644764636,2023-07-31,A,False
1309,607,71.01147663372794,2023-08-01,A,False
1310,664,9.57290547443973,2023-08-02,C,True
1311,823,31.76946975471622,2023-08-03,B,True
1312,137,96.86746055743572,2023-08-04,E,False
1313,759,26.23429667809457,2023-08-05,B,True
1314,899,31.305014506314688,2023-08-06,B,False
1315,243,83.64984906180335,2023-08-07,D,True
1316,543,5.021443169045526,2023-08-08,A,True
1317,40,46.46131688089709,2023-08-09,C,True
1318,229,37.96167644516702,2023-08-10,A,False
1319,548,31.658675990865113,2023-08-11,A,True
1320,920,28.569959404476453,2023-08-12,B,True
1321,223,9.13741048604092,2023-08-13,D,False
1322,6,31.48258293516488,2023-08-14,A,False
1323,322,4.305240271566857,2023-08-15,E,True
1324,468,78.09638636444353,2023-08-16,E,False
1325,732,39.82277939580116,2023-08-17,A,True
1326,75,44.39038323199116,2023-08-18,B,True
1327,4,89.35945864501316,2023-08-19,B,False
1328,847,65.80549838612207,2023-08-20,C,False
1329,646,0.8059103342119789,2023-08-21,D,True
1330,118,94.3174822961285,2023-08-22,B,False
1331,881,23.714446597771122,2023-08-23,N,True
1332,606,10.761418475985884,2023-08-24,E,False
1333,504,76.81281783808822,2023-08-25,E,False
1334,998,50.047731586671816,2023-08-26,E,False
1335,947,43.377056601801755,2023-08-27,A,False
1336,574,,2023-08-28,D,False
1337,441,54.74714898623186,2023-08-29,C,True
1338,194,27.438460520258744,2023-08-30,D,True
1339,847,90.15830052870676,2023-08-31,A,True
1340,715,21.52044797331928,2023-09-01,C,False
1341,392,88.43551504557536,2023-09-02,C,True
1342,26,55.940542572735694,2023-09-03,B,True
1343,435,82.8488133895241,2023-09-04,D,False
1344,173,71.2845995860955,2023-09-05,D,False
1345,300,69.66951114367485,2023-09-06,B,False
1346,645,32.43458076950557,2023-09-07,E,True
1347,326,23.38969314722035,2023-09-08,A,True
1348,410,21.088622768078814,2023-09-09,D,False
1349,118,85.71916570595887,2023-09-10,B,True
1350,836,82.042682025902,2023-09-11,C,True
1351,787,44.057352801230735,2023-09-12,B,False
1352,724,13.24046134964546,2023-09-13,E,True
1353,225,38.225225197745836,2023-09-14,A,False
1354,532,61.93434541369114,2023-09-15,E,False
1355,113,45.44031544799528,2023-09-16,C,False
1356,140,78.0189268482995,2023-09-17,C,True
1357,559,99.76228222513855,2023-09-18,N,True
1358,1,19.113208844889684,2023-09-19,C,False
1359,90,45.965081965957246,2023-09-20,B,False
1360,654,43.098390192082206,2023-09-21,C,False
1361,320,30.44925327489508,2023-09-22,C,False
1362,550,19.80955167202896,2023-09-23,B,True
1363,805,6.569211648965922,2023-09-24,C,False
1364,894,88.71193172236984,2023-09-25,E,False
1365,139,,2023-09-26,E,False
1366,511,49.68955185000489,2023-09-27,D,False
1367,868,91.69420482009158,2023-09-28,E,False
1368,845,77.62904775159478,2023-09-29,A,True
1369,259,13.050126411718422,2023-09-30,A,False
1370,673,56.54199676077424,2023-10-01,A,False
1371,902,44.22522765195591,2023-10-02,B,False
1372,690,79.72110725787628,2023-10-03,E,True
1373,10,,2023-10-04,A,True
1374,261,69.0405721911072,2023-10-05,D,True
1375,919,,2023-10-06,B,False
1376,650,80.49637303992544,2023-10-07,D,False
1377,172,5.239129559486122,2023-10-08,E,True
1378,898,15.962490143216723,2023-10-09,C,True
1379,13,33.56232729779117,2023-10-10,D,False
1380,168,7.6807441069281275,2023-10-11,C,False
1381,642,23.49942775346916,2023-10-12,B,False
1382,596,83.01509829979182,2023-10-13,D,True
1383,321,94.82515377900793,2023-10-14,D,False
1384,319,30.46023557741905,2023-10-15,B,False
1385,613,26.451580398883824,2023-10-16,B,True
1386,329,27.98926522464269,2023-10-17,A,True
1387,785,27.771908735084384,2023-10-18,E,True
1388,777,3.593018218597299,2023-10-19,D,False
1389,971,92.69163463311081,2023-10-20,D,True
1390,911,21.36981415703284,2023-10-21,B,True
1391,920,42.0004074081405,2023-10-22,N,False
1392,550,0.9686882740967739,2023-10-23,E,False
1393,419,85.79550909150572,2023-10-24,B,True
1394,606,73.11573444549173,2023-10-25,C,False
1395,95,94.67560351737032,2023-10-26,C,True
1396,817,78.1615479196399,2023-10-27,C,False
1397,581,31.370651205206524,2023-10-28,C,False
1398,318,24.787335872842363,2023-10-29,E,True
1399,956,69.7716307553293,2023-10-30,D,False
1400,236,36.411277501049945,2023-10-31,C,True
1401,946,56.621501575261654,2023-11-01,B,False
1402,334,0.6257471026470229,2023-11-02,C,True
1403,885,6.188570168047525,2023-11-03,E,False
1404,376,53.53679411816512,2023-11-04,B,False
1405,459,56.60716464481651,2023-11-05,C,True
1406,137,75.14529444593437,2023-11-06,D,False
1407,930,13.196531962396174,2023-11-07,B,False
1408,588,51.31830837567788,2023-11-08,B,True
1409,995,19.44476444316886,2023-11-09,D,False
1410,547,9.319611956269469,2023-11-10,B,False
1411,513,,2023-11-11,C,True
1412,296,16.333664808905723,2023-11-12,B,True
1413,320,22.17819781923186,2023-11-13,C,False
1414,918,31.755457986950177,2023-11-14,D,False
1415,572,25.938840074319625,2023-11-15,A,False
1416,832,8.75912974059464,2023-11-16,D,False
1417,349,8.99162448597023,2023-11-17,C,True
1418,840,19.32494152341682,2023-11-18,E,False
1419,779,5.055918795953895,2023-11-19,D,False
1420,873,62.645701967692716,2023-11-20,E,False
1421,229,28.732671650890197,2023-11-21,E,False
1422,270,27.974596776907102,2023-11-22,C,True
1423,828,33.199829423776514,2023-11-23,C,False
1424,798,66.27962742097216,2023-11-24,A,True
1425,291,87.06338814834905,2023-11-25,B,True
1426,725,75.90869325556385,2023-11-26,D,True
1427,165,72.75292302250949,2023-11-27,C,True
1428,5,48.43911856008493,2023-11-28,D,True
1429,851,69.38055569674117,2023-11-29,E,False
1430,379,55.276236803358316,2023-11-30,B,True
1431,78,21.62505281865289,2023-12-01,A,True
1432,410,20.85883677410507,2023-12-02,D,True
1433,574,29.639200687528344,2023-12-03,N,False
1434,132,91.08026709698133,2023-12-04,N,True
1435,601,,2023-12-05,D,False
1436,749,73.39053770018694,2023-12-06,B,True
1437,42,34.65587598165476,2023-12-07,C,True
1438,89,40.771577066522525,2023-12-08,D,False
1439,402,12.556557863725137,2023-12-09,B,False
1440,296,17.129495782167037,2023-12-10,A,False
1441,840,82.73565548261456,2023-12-11,N,True
1442,295,58.483863168888206,2023-12-12,C,False
1443,616,33.75324658838189,2023-12-13,D,False
1444,526,80.2851208995546,2023-12-14,N,False
1445,800,24.6519905637983,2023-12-15,D,False
1446,691,97.60326986002038,2023-12-16,C,False
1447,637,34.48176077461697,2023-12-17,A,True
1448,422,33.73109541512276,2023-12-18,D,False
1449,865,31.191190553670523,2023-12-19,A,False
1450,23,12.211151592428793,2023-12-20,B,False
1451,575,11.113714733201242,2023-12-21,A,False
1452,143,64.81050345341234,2023-12-22,A,True
1453,993,87.5118044558047,2023-12-23,D,True
1454,665,79.05205102716735,2023-12-24,E,True
1455,145,14.110759402135109,2023-12-25,E,True
1456,225,54.55821217920664,2023-12-26,C,False
1457,503,10.559154597664,2023-12-27,C,True
1458,962,4.5294643613077445,2023-12-28,E,False
1459,974,65.63858593847672,2023-12-29,B,False
1460,821,53.515233368035034,2023-12-30,D,False
1461,616,,2023-12-31,D,True
1462,104,3.4939246405988444,2024-01-01,B,True
1463,947,98.97564134093346,2024-01-02,B,True
1464,39,,2024-01-03,E,False
1465,947,44.45282530501596,2024-01-04,C,True
1466,198,50.46190246076956,2024-01-05,B,True
1467,646,11.728014780044504,2024-01-06,C,False
1468,579,16.906177843971626,2024-01-07,A,True
1469,391,35.18050064103525,2024-01-08,D,False
1470,179,76.16758762136627,2024-01-09,E,True
1471,968,50.70824240602667,2024-01-10,D,True
1472,554,,2024-01-11,E,True
1473,448,98.51745550906747,2024-01-12,A,True
1474,500,76.80054353132097,2024-01-13,D,True
1475,15,43.43614981412177,2024-01-14,A,False
1476,623,44.64419217965487,2024-01-15,E,True
1477,669,61.8772077041005,2024-01-16,B,True
1478,289,66.53652084189044,2024-01-17,D,True
1479,478,50.07109258366713,2024-01-18,A,True
1480,231,64.486122281498,2024-01-19,D,True
1481,923,2.353249441409877,2024-01-20,D,True
1482,420,42.962286389684415,2024-01-21,D,True
1483,157,27.893807607347675,2024-01-22,C,False
1484,550,,2024-01-23,A,False
1485,441,9.954651280877513,2024-01-24,A,True
1486,97,60.319216561466746,2024-01-25,D,False
1487,997,52.36005471526117,2024-01-26,B,True
1488,411,25.358411699636918,2024-01-27,D,False
1489,951,47.09500587725145,2024-01-28,C,True
1490,289,49.22323151824083,2024-01-29,E,True
1491,254,19.500898043861582,2024-01-30,C,False
1492,196,65.20930618816506,2024-01-31,B,True
1493,598,78.09193563860904,2024-02-01,D,False
1494,834,,2024-02-02,A,True
1495,522,60.24698307034551,2024-02-03,D,True
1496,517,,2024-02-04,B,True
1497,635,6.100714300539489,2024-02-05,A,True
1498,842,28.783129885160584,2024-02-06,C,False
1499,865,9.327144677816989,2024-02-07,E,True
1500,118,,2024-02-08,E,False
1501,806,13.50801462257607,2024-02-09,D,False
1502,909,15.177540985110205,2024-02-10,C,True
1503,159,88.95766183304922,2024-02-11,B,True
1504,815,94.39282834764579,2024-02-12,E,False
1505,228,76.58290392349099,2024-02-13,C,False
1506,877,0.540492367266987,2024-02-14,D,True
1507,216,0.13462709565637,2024-02-15,A,False
1508,948,37.81007697874508,2024-02-16,D,False
1509,696,14.339537001089253,2024-02-17,D,False
1510,15,,2024-02-18,C,True
1511,157,46.406668940450466,2024-02-19,E,False
1512,648,94.30618974069715,2024-02-20,C,False
1513,261,32.38195749024314,2024-02-21,A,False
1514,157,66.11406784286964,2024-02-22,C,False
1515,47,65.22353531324407,2024-02-23,B,True
1516,324,25.108010366516776,2024-02-24,D,True
1517,844,65.04252488238643,2024-02-25,N,False
1518,685,21.233397428689127,2024-02-26,A,False
1519,130,12.200741357688905,2024-02-27,N,False
1520,411,70.13832855596901,2024-02-28,C,True
1521,95,11.344081710391674,2024-02-29,B,True
1522,627,99.69092185893554,2024-03-01,N,False
1523,755,18.345240115022932,2024-03-02,D,False
1524,932,59.414186275645754,2024-03-03,A,True
1525,292,41.137457141258935,2024-03-04,E,False
1526,794,12.63864224056671,2024-03-05,D,False
1527,811,2.7843907577413396,2024-03-06,A,True
1528,283,62.273228229283326,2024-03-07,D,True
1529,69,80.67575637891261,2024-03-08,B,True
1530,660,,2024-03-09,C,True
1531,11,48.271347307693446,2024-03-10,E,True
1532,254,77.74554671823856,2024-03-11,A,False
1533,842,67.28471334885448,2024-03-12,N,True
1534,872,72.42545274991332,2024-03-13,E,True
1535,550,49.25990052218141,2024-03-14,E,True
1536,134,63.34117402421271,2024-03-15,A,True
1537,712,80.55259135760569,2024-03-16,A,True
1538,23,39.7884175557023,2024-03-17,E,True
1539,815,80.59789008675837,2024-03-18,C,False
1540,346,59.201684278906285,2024-03-19,D,True
1541,302,,2024-03-20,E,False
1542,363,2.4684157224584613,2024-03-21,B,False
1543,396,36.275360039915206,2024-03-22,E,True
1544,218,54.66963282963398,2024-03-23,A,True
1545,141,83.98203522034883,2024-03-24,D,False
1546,616,12.74856801402462,2024-03-25,B,False
1547,958,,2024-03-26,D,False
1548,210,86.3009046067227,2024-03-27,D,True
1549,985,15.068748700083379,2024-03-28,B,False
1550,993,85.1594319304219,2024-03-29,E,True
1551,623,99.1453567842792,2024-03-30,E,True
1552,616,72.68388310482375,2024-03-31,E,False
1553,828,78.4769681824988,2024-04-01,C,True
1554,683,99.44152675588734,2024-04-02,E,True
1555,460,60.548125052594536,2024-04-03,B,False
1556,356,30.78863820162494,2024-04-04,C,False
1557,324,83.75308340760557,2024-04-05,E,True
1558,133,61.44857775116313,2024-04-06,C,False
1559,888,58.11954237209566,2024-04-07,B,True
1560,805,25.363555551403827,2024-04-08,E,False
1561,840,75.63342695828867,2024-04-09,A,False
1562,127,,2024-04-10,B,False
1563,106,,2024-04-11,D,False
1564,604,32.58234607704848,2024-04-12,D,True
1565,799,12.777465278999045,2024-04-13,B,False
1566,378,44.23665331024188,2024-04-14,N,True
1567,905,4.246990925653316,2024-04-15,B,True
1568,51,68.46261942649663,2024-04-16,A,False
1569,29,90.27055104453562,2024-04-17,B,False
1570,462,83.72630071385088,2024-04-18,E,False
1571,296,12.736947344788108,2024-04-19,E,False
1572,297,12.627113710773186,2024-04-20,N,False
1573,726,81.34344823242641,2024-04-21,D,True
1574,779,92.4254274603116,2024-04-22,D,False
1575,407,46.066982983348915,2024-04-23,B,True
1576,769,49.897111691376594,2024-04-24,D,True
1577,814,31.82620413857259,2024-04-25,E,False
1578,613,89.4265118256414,2024-04-26,A,True
1579,405,64.4902905292356,2024-04-27,B,False
1580,346,28.82515771673685,2024-04-28,D,False
1581,622,29.878287105425162,2024-04-29,E,True
1582,420,89.12000730636024,2024-04-30,C,True
1583,182,1.3634023905821469,2024-05-01,D,False
1584,983,32.27265727266384,2024-05-02,A,True
1585,825,55.43566812163691,2024-05-03,A,False
1586,1,,2024-05-04,D,True
1587,831,9.20987541995898,2024-05-05,D,False
1588,950,81.527633109056,2024-05-06,E,True
1589,567,89.44043886485072,2024-05-07,D,True
1590,371,82.36064207981894,2024-05-08,N,True
1591,936,89.87878897373477,2024-05-09,E,False
1592,911,55.31119710583715,2024-05-10,B,False
1593,661,81.22581209903419,2024-05-11,C,False
1594,431,38.404263839110044,2024-05-12,E,True
1595,969,66.62678614790384,2024-05-13,E,True
1596,309,98.88355313891644,2024-05-14,A,True
1597,137,22.572772383912742,2024-05-15,E,True
1598,202,38.98997462910806,2024-05-16,C,True
1599,436,48.00473773100856,2024-05-17,D,True
1600,313,,2024-05-18,C,False
1601,117,8.103861046505678,2024-05-19,B,False
1602,666,82.97228663216244,2024-05-20,E,False
1603,937,97.67943728275861,2024-05-21,E,True
1604,803,40.47250638296587,2024-05-22,E,False
1605,575,8.764983619465328,2024-05-23,E,True
1606,244,6.581176069057648,2024-05-24,A,True
1607,537,89.13182063602987,2024-05-25,A,False
1608,602,46.381424972767995,2024-05-26,D,True
1609,75,32.00273165623919,2024-05-27,E,True
1610,806,47.646127123939955,2024-05-28,B,True
1611,386,31.830409469234734,2024-05-29,D,True
1612,903,48.903577530762,2024-05-30,E,True
1613,210,85.95563969179368,2024-05-31,A,False
1614,475,59.23013710620957,2024-06-01,B,False
1615,418,69.46537728101754,2024-06-02,D,True
1616,347,36.46706762343366,2024-06-03,N,True
1617,529,73.85058785105187,2024-06-04,E,False
1618,640,66.66170848793723,2024-06-05,C,False
1619,939,11.956199775205645,2024-06-06,B,False
1620,955,57.26428531155846,2024-06-07,B,True
1621,876,25.6743496309758,2024-06-08,A,False
1622,763,80.40956696335928,2024-06-09,E,False
1623,179,42.59377084669394,2024-06-10,B,True
1624,182,99.46841651964871,2024-06-11,E,False
1625,664,9.250043793896378,2024-06-12,A,False
1626,25,78.03478627401586,2024-06-13,E,True
1627,967,67.37017335421565,2024-06-14,A,False
1628,180,76.74988305907054,2024-06-15,A,False
1629,710,30.752979549045634,2024-06-16,D,True
1630,501,49.20544893824006,2024-06-17,E,True
1631,856,79.65085197237084,2024-06-18,C,False
1632,161,23.2541331620855,2024-06-19,D,True
1633,177,22.60331967886521,2024-06-20,N,True
1634,285,55.10509532949324,2024-06-21,C,True
1635,63,52.356357952985576,2024-06-22,B,True
1636,662,28.226247041293284,2024-06-23,B,True
1637,666,29.807565052482275,2024-06-24,D,True
1638,156,27.78451632065655,2024-06-25,C,True
1639,882,77.15120619984876,2024-06-26,E,False
1640,469,65.19008655624606,2024-06-27,C,True
1641,49,83.24171834102528,2024-06-28,D,False
1642,967,97.54730283140218,2024-06-29,E,True
1643,849,47.41642962719864,2024-06-30,E,False
1644,84,6.669388140544886,2024-07-01,B,True
1645,361,4.809231041203543,2024-07-02,C,False
1646,689,29.566503927161914,2024-07-03,E,True
1647,148,93.25445893524508,2024-07-04,D,False
1648,630,52.32130549708749,2024-07-05,B,True
1649,342,27.178651608012917,2024-07-06,E,True
1650,476,39.916679451101956,2024-07-07,C,False
1651,63,,2024-07-08,B,False
1652,701,65.29496581378422,2024-07-09,C,True
1653,360,15.391950978290502,2024-07-10,C,False
1654,561,97.7031676545176,2024-07-11,C,False
1655,327,54.47722269827888,2024-07-12,B,True
1656,769,13.56883177922793,2024-07-13,E,False
1657,736,,2024-07-14,A,True
1658,141,7.46384310794288,2024-07-15,E,False
1659,990,90.77354331775128,2024-07-16,B,True
1660,215,99.65656562889824,2024-07-17,A,False
1661,435,70.04317991565038,2024-07-18,A,True
1662,891,77.04472210739898,2024-07-19,A,True
1663,952,33.73028364674864,2024-07-20,D,False
1664,723,94.15768527339338,2024-07-21,B,False
1665,318,,2024-07-22,D,True
1666,32,73.23884465975549,2024-07-23,A,True
1667,670,92.41077159112795,2024-07-24,D,False
1668,285,97.51799759755083,2024-07-25,D,False
1669,305,83.32043565966744,2024-07-26,B,False
1670,429,30.301750698203,2024-07-27,C,False
1671,477,96.65475165520824,2024-07-28,D,False
1672,286,62.81195312435718,2024-07-29,D,False
1673,144,93.06424763519598,2024-07-30,A,True
1674,424,67.61050258143518,2024-07-31,A,False
1675,19,30.723896184772048,2024-08-01,A,False
1676,18,37.00245241428159,2024-08-02,E,False
1677,769,55.04717771029405,2024-08-03,D,False
1678,590,79.0014841559882,2024-08-04,A,True
1679,371,31.798255134033493,2024-08-05,B,True
1680,175,57.97311661341921,2024-08-06,E,False
1681,194,34.56249935764015,2024-08-07,C,True
1682,502,81.57694046351071,2024-08-08,D,False
1683,988,46.672809376795044,2024-08-09,D,True
1684,113,7.672282685288523,2024-08-10,B,False
1685,114,16.60525214815364,2024-08-11,C,False
1686,222,6.110466761963229,2024-08-12,C,True
1687,678,49.93029460143252,2024-08-13,E,True
1688,947,10.633729734822717,2024-08-14,D,False
1689,831,11.413996930963211,2024-08-15,A,True
1690,644,94.1048260038377,2024-08-16,B,True
1691,897,87.26550721760555,2024-08-17,B,False
1692,264,45.208659681136595,2024-08-18,B,False
1693,925,98.58053208502058,2024-08-19,B,False
1694,55,0.01865281706631139,2024-08-20,A,False
1695,871,61.39794562733938,2024-08-21,A,False
1696,643,61.642817737187,2024-08-22,E,True
1697,800,45.74430558698882,2024-08-23,D,False
1698,778,39.69479729342928,2024-08-24,A,False
1699,458,45.53831354806076,2024-08-25,E,False
1700,979,41.49604360796805,2024-08-26,C,True
1701,878,73.04924774822994,2024-08-27,D,False
1702,162,13.535543497328407,2024-08-28,A,False
1703,380,19.763922059113014,2024-08-29,C,True
1704,993,18.05182283924236,2024-08-30,E,False
1705,87,26.247058512126454,2024-08-31,A,False
1706,55,52.52584187815833,2024-09-01,A,False
1707,476,11.120874733821873,2024-09-02,C,True
1708,800,86.8169295326504,2024-09-03,A,True
1709,178,29.73615313084723,2024-09-04,B,False
1710,391,16.253798746870785,2024-09-05,A,False
1711,349,67.56213095982433,2024-09-06,D,False
1712,8,3.808630059931928,2024-09-07,C,True
1713,833,61.996856487416416,2024-09-08,D,True
1714,313,69.81984306764998,2024-09-09,E,True
1715,759,21.491653138671918,2024-09-10,D,True
1716,835,4.196407344363429,2024-09-11,B,True
1717,984,36.36453589194496,2024-09-12,B,True
1718,983,9.859423024193648,2024-09-13,D,False
1719,443,11.647784967333708,2024-09-14,E,True
1720,767,25.426123144486457,2024-09-15,A,False
1721,328,29.54679246267593,2024-09-16,B,True
1722,54,52.99703410214206,2024-09-17,N,False
1723,761,67.83918855030132,2024-09-18,D,True
1724,239,59.277094087018476,2024-09-19,D,False
1725,229,14.83603372895168,2024-09-20,A,False
1726,579,,2024-09-21,C,False
1727,51,87.87692497929145,2024-09-22,E,True
1728,609,55.83523150641136,2024-09-23,C,False
1729,604,86.9937832897689,2024-09-24,E,True
1730,264,37.154651131987436,2024-09-25,E,False
1731,418,61.44000074313239,2024-09-26,D,False
1732,803,52.36634160546107,2024-09-27,B,False
1733,96,31.912348982046257,2024-09-28,D,True
1734,88,46.991537203359535,2024-09-29,A,True
1735,78,50.24908768269321,2024-09-30,E,False
1736,288,20.07709747566786,2024-10-01,B,True
1737,120,31.501037237673156,2024-10-02,E,True
1738,814,79.14097505069756,2024-10-03,E,True
1739,491,91.57882394541271,2024-10-04,D,True
1740,912,35.97940935452995,2024-10-05,B,False
